Policy_Area,Dataset,Variable,Year,Count,Tract,tractnumber,Neighborhood,GEOID,Row_ID,Date,Location,Los Angeles Incorporated Cities,DPW_CITY_BOUNDARIES_from_dmu2_xaer,la_county_tracts_from_jczq_z5ui,City Boundaries_from_22pk_kkuz,LA Neighborhoods_from_5ikr_59ci,layer_0_from_yr99_sgmi,layer_0_from_mgnu_zr5s,New Neighborhoods_from_s3dq_ztay,Neighborhoods_from_5jp5_kw3x,Neighborhoods_from_gw34_aa8i
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9203.26, Los Angeles County, California",920326,Unincorporated Santa Susana Mountains,1400000US06037920326,Unsheltered_Population_2017_1400000US06037920326,01/01/2017 12:00:00 AM,"(34.364177, -118.6077495)",,221,2301,,238,126,122,125,119,119
Housing & Real Estate,Homelessness,Total Homeless Population,2017,2,"Census Tract 9203.39, Los Angeles County, California",920339,Unincorporated Santa Susana Mountains,1400000US06037920339,Total_Homeless_Population_2017_1400000US06037920339,01/01/2017 12:00:00 AM,"(34.4151555, -118.6238155)",,221,1413,,238,126,122,125,119,119
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9200.44, Los Angeles County, California",920044,Santa Clarita,1400000US06037920044,Unsheltered_Population_2017_1400000US06037920044,01/01/2017 12:00:00 AM,"(34.443157, -118.516583)",81,174,350,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9201.12, Los Angeles County, California",920112,Santa Clarita,1400000US06037920112,Total_Homeless_Population_2017_1400000US06037920112,01/01/2017 12:00:00 AM,"(34.435109, -118.538718)",81,174,1399,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9103.02, Los Angeles County, California",910302,Palmdale,1400000US06037910302,Total_Homeless_Population_2018_1400000US06037910302,01/01/2018 12:00:00 AM,"(34.620746, -118.2219715)",4,177,1100,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9800.03, Los Angeles County, California",980003,Northeast Antelope Valley,1400000US06037980003,Sheltered_Population_2018_1400000US06037980003,01/01/2018 12:00:00 AM,"(34.7929935, -117.957417)",,221,1415,,157,133,129,132,133,133
Housing & Real Estate,Homelessness,Unsheltered Population,2017,3,"Census Tract 9203.29, Los Angeles County, California",920329,Santa Clarita,1400000US06037920329,Unsheltered_Population_2017_1400000US06037920329,01/01/2017 12:00:00 AM,"(34.4111205, -118.5512305)",81,174,1005,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,27,"Census Tract 9108.11, Los Angeles County, California",910811,Tujunga Canyons,1400000US06037910811,Total_Homeless_Population_2017_1400000US06037910811,01/01/2017 12:00:00 AM,"(34.429045, -118.186203)",,221,1168,,231,15,15,15,15,15
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9800.08, Los Angeles County, California",980008,Van Nuys,1400000US06037980008,Sheltered_Population_2017_1400000US06037980008,01/01/2017 12:00:00 AM,"(34.207747, -118.490984)",76,305,2003,76,239,31,31,32,21,21
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9102.01, Los Angeles County, California",910201,Palmdale,1400000US06037910201,Sheltered_Population_2017_1400000US06037910201,01/01/2017 12:00:00 AM,"(34.6165185, -118.1332205)",4,177,2252,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9200.39, Los Angeles County, California",920039,Santa Clarita,1400000US06037920039,Total_Homeless_Population_2018_1400000US06037920039,01/01/2018 12:00:00 AM,"(34.4217055, -118.4383615)",81,174,1379,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9107.12, Los Angeles County, California",910712,Palmdale,1400000US06037910712,Sheltered_Population_2018_1400000US06037910712,01/01/2018 12:00:00 AM,"(34.550398, -118.0517435)",4,177,1656,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,22,"Census Tract 9105.01, Los Angeles County, California",910501,Palmdale,1400000US06037910501,Unsheltered_Population_2017_1400000US06037910501,01/01/2017 12:00:00 AM,"(34.5799625, -118.1130105)",4,177,1108,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2018,14,"Census Tract 9010.04, Los Angeles County, California",901004,Lancaster,1400000US06037901004,Unsheltered_Population_2018_1400000US06037901004,01/01/2018 12:00:00 AM,"(34.689439, -118.210091)",5,194,1987,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Total Homeless Population,2017,11,"Census Tract 9200.32, Los Angeles County, California",920032,Castaic Canyons,1400000US06037920032,Total_Homeless_Population_2017_1400000US06037920032,01/01/2017 12:00:00 AM,"(34.458264, -118.466239)",,221,1376,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Total Homeless Population,2017,27,"Census Tract 9104.04, Los Angeles County, California",910404,Palmdale,1400000US06037910404,Total_Homeless_Population_2017_1400000US06037910404,01/01/2017 12:00:00 AM,"(34.565246, -118.1241)",4,177,1520,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9102.01, Los Angeles County, California",910201,Palmdale,1400000US06037910201,Sheltered_Population_2018_1400000US06037910201,01/01/2018 12:00:00 AM,"(34.6165185, -118.1332205)",4,177,2252,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2018,32,"Census Tract 9005.01, Los Angeles County, California",900501,Lancaster,1400000US06037900501,Unsheltered_Population_2018_1400000US06037900501,01/01/2018 12:00:00 AM,"(34.6822275, -118.123596)",5,194,188,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9102.10, Los Angeles County, California",910210,Palmdale,1400000US06037910210,Unsheltered_Population_2018_1400000US06037910210,01/01/2018 12:00:00 AM,"(34.6157635, -118.1969445)",4,177,542,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,2,"Census Tract 9800.01, Los Angeles County, California",980001,Burbank,1400000US06037980001,Total_Homeless_Population_2017_1400000US06037980001,01/01/2017 12:00:00 AM,"(34.199424, -118.3594925)",36,266,2002,36,33,185,181,181,182,182
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9200.16, Los Angeles County, California",920016,Castaic Canyons,1400000US06037920016,Sheltered_Population_2017_1400000US06037920016,01/01/2017 12:00:00 AM,"(34.463734, -118.520167)",81,174,672,81,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9108.08, Los Angeles County, California",910808,Santa Clarita,1400000US06037910808,Unsheltered_Population_2017_1400000US06037910808,01/01/2017 12:00:00 AM,"(34.4567225, -118.3925185)",81,174,2147,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,3,"Census Tract 9108.07, Los Angeles County, California",910807,Santa Clarita,1400000US06037910807,Total_Homeless_Population_2017_1400000US06037910807,01/01/2017 12:00:00 AM,"(34.44052, -118.410871)",81,174,1658,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9102.06, Los Angeles County, California",910206,Palmdale,1400000US06037910206,Sheltered_Population_2017_1400000US06037910206,01/01/2017 12:00:00 AM,"(34.5868255, -118.2268865)",4,177,1903,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2018,37,"Census Tract 9007.03, Los Angeles County, California",900703,Lancaster,1400000US06037900703,Total_Homeless_Population_2018_1400000US06037900703,01/01/2018 12:00:00 AM,"(34.682113, -118.156743)",5,194,287,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Total Homeless Population,2017,19,"Census Tract 9201.04, Los Angeles County, California",920104,Ridge Route,1400000US06037920104,Total_Homeless_Population_2017_1400000US06037920104,01/01/2017 12:00:00 AM,"(34.565251, -118.722532)",,221,1722,,187,50,50,51,53,53
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9800.19, Los Angeles County, California",980019,Pacific Palisades,1400000US06037980019,Sheltered_Population_2018_1400000US06037980019,01/01/2018 12:00:00 AM,"(34.0891725, -118.5518725)",76,305,1431,76,166,211,211,207,207,207
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9011.01, Los Angeles County, California",901101,Lancaster,1400000US06037901101,Total_Homeless_Population_2017_1400000US06037901101,01/01/2017 12:00:00 AM,"(34.6602485, -118.2274505)",5,194,1514,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Total Homeless Population,2017,10,"Census Tract 9006.02, Los Angeles County, California",900602,Lancaster,1400000US06037900602,Total_Homeless_Population_2017_1400000US06037900602,01/01/2017 12:00:00 AM,"(34.7114195, -118.121494)",5,194,1259,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9201.04, Los Angeles County, California",920104,Ridge Route,1400000US06037920104,Sheltered_Population_2018_1400000US06037920104,01/01/2018 12:00:00 AM,"(34.565251, -118.722532)",,221,1722,,187,50,50,51,53,53
Housing & Real Estate,Homelessness,Total Homeless Population,2017,479,"Census Tract 9110.01, Los Angeles County, California",911001,Southeast Antelope Valley,1400000US06037911001,Total_Homeless_Population_2017_1400000US06037911001,01/01/2017 12:00:00 AM,"(34.4802325, -117.84332)",,221,2196,,211,209,208,205,205,205
Housing & Real Estate,Homelessness,Total Homeless Population,2018,1,"Census Tract 9201.18, Los Angeles County, California",920118,Castaic,1400000US06037920118,Total_Homeless_Population_2018_1400000US06037920118,01/01/2018 12:00:00 AM,"(34.4585725, -118.624566)",,221,1909,,39,238,239,238,238,238
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9200.12, Los Angeles County, California",920012,Castaic Canyons,1400000US06037920012,Sheltered_Population_2018_1400000US06037920012,01/01/2018 12:00:00 AM,"(34.602204, -118.370304)",,221,1182,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9201.08, Los Angeles County, California",920108,Castaic Canyons,1400000US06037920108,Unsheltered_Population_2018_1400000US06037920108,01/01/2018 12:00:00 AM,"(34.448999, -118.563623)",81,174,2198,81,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Unsheltered Population,2017,264,"Census Tract 9108.05, Los Angeles County, California",910805,Acton,1400000US06037910805,Unsheltered_Population_2017_1400000US06037910805,01/01/2017 12:00:00 AM,"(34.46611, -118.2253525)",,221,1168,,1,262,262,263,262,262
Housing & Real Estate,Homelessness,Sheltered Population,2017,89,"Census Tract 9200.36, Los Angeles County, California",920036,Santa Clarita,1400000US06037920036,Sheltered_Population_2017_1400000US06037920036,01/01/2017 12:00:00 AM,"(34.419943, -118.4750645)",81,174,208,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9010.11, Los Angeles County, California",901011,Lancaster,1400000US06037901011,Unsheltered_Population_2017_1400000US06037901011,01/01/2017 12:00:00 AM,"(34.6675775, -118.1745715)",5,194,616,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,2,"Census Tract 9200.23, Los Angeles County, California",920023,Santa Clarita,1400000US06037920023,Unsheltered_Population_2018_1400000US06037920023,01/01/2018 12:00:00 AM,"(34.4214975, -118.4905135)",81,174,348,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9800.23, Los Angeles County, California",980023,Chatsworth Reservoir,1400000US06037980023,Total_Homeless_Population_2018_1400000US06037980023,01/01/2018 12:00:00 AM,"(34.2324115, -118.6281115)",76,305,1051,76,46,18,18,18,33,33
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9203.31, Los Angeles County, California",920331,Santa Clarita,1400000US06037920331,Unsheltered_Population_2018_1400000US06037920331,01/01/2018 12:00:00 AM,"(34.3965195, -118.5461425)",81,174,592,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9201.09, Los Angeles County, California",920109,Santa Clarita,1400000US06037920109,Total_Homeless_Population_2018_1400000US06037920109,01/01/2018 12:00:00 AM,"(34.456252, -118.550261)",81,174,1002,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,12,"Census Tract 9201.06, Los Angeles County, California",920106,Unincorporated Santa Susana Mountains,1400000US06037920106,Unsheltered_Population_2018_1400000US06037920106,01/01/2018 12:00:00 AM,"(34.4431575, -118.666036)",,221,1907,,238,126,122,125,119,119
Housing & Real Estate,Homelessness,Total Homeless Population,2018,4,"Census Tract 9200.29, Los Angeles County, California",920029,Santa Clarita,1400000US06037920029,Total_Homeless_Population_2018_1400000US06037920029,01/01/2018 12:00:00 AM,"(34.4299325, -118.485735)",81,174,2148,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9800.20, Los Angeles County, California",980020,Shadow Hills,1400000US06037980020,Unsheltered_Population_2018_1400000US06037980020,01/01/2018 12:00:00 AM,"(34.2242935, -118.305462)",76,305,1050,76,188,251,251,250,250,250
Housing & Real Estate,Homelessness,Total Homeless Population,2018,3,"Census Tract 9107.07, Los Angeles County, California",910707,Palmdale,1400000US06037910707,Total_Homeless_Population_2018_1400000US06037910707,01/01/2018 12:00:00 AM,"(34.543249, -118.098902)",4,177,1524,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9102.08, Los Angeles County, California",910208,Palmdale,1400000US06037910208,Unsheltered_Population_2018_1400000US06037910208,01/01/2018 12:00:00 AM,"(34.598115, -118.156459)",4,177,304,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,17,"Census Tract 9201.02, Los Angeles County, California",920102,Ridge Route,1400000US06037920102,Unsheltered_Population_2017_1400000US06037920102,01/01/2017 12:00:00 AM,"(34.6130265, -118.5884185)",,221,2303,,187,50,50,51,53,53
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9100.02, Los Angeles County, California",910002,Northeast Antelope Valley,1400000US06037910002,Total_Homeless_Population_2017_1400000US06037910002,01/01/2017 12:00:00 AM,"(34.532019, -117.919491)",,221,1517,,157,133,129,132,133,133
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9200.12, Los Angeles County, California",920012,Castaic Canyons,1400000US06037920012,Sheltered_Population_2017_1400000US06037920012,01/01/2017 12:00:00 AM,"(34.602204, -118.370304)",,221,1182,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9008.05, Los Angeles County, California",900805,Lancaster,1400000US06037900805,Sheltered_Population_2018_1400000US06037900805,01/01/2018 12:00:00 AM,"(34.6966695, -118.156998)",5,194,288,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9203.36, Los Angeles County, California",920336,Santa Clarita,1400000US06037920336,Total_Homeless_Population_2018_1400000US06037920336,01/01/2018 12:00:00 AM,"(34.385239, -118.534828)",81,174,196,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,4,"Census Tract 9203.13, Los Angeles County, California",920313,Santa Clarita,1400000US06037920313,Total_Homeless_Population_2017_1400000US06037920313,01/01/2017 12:00:00 AM,"(34.3707695, -118.552617)",81,174,1004,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,2,"Census Tract 9200.41, Los Angeles County, California",920041,Santa Clarita,1400000US06037920041,Total_Homeless_Population_2017_1400000US06037920041,01/01/2017 12:00:00 AM,"(34.418503, -118.434593)",81,174,1000,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2017,2,"Census Tract 9200.18, Los Angeles County, California",920018,Santa Clarita,1400000US06037920018,Unsheltered_Population_2017_1400000US06037920018,01/01/2017 12:00:00 AM,"(34.4558485, -118.52964)",81,174,207,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9800.22, Los Angeles County, California",980022,Granada Hills,1400000US06037980022,Unsheltered_Population_2018_1400000US06037980022,01/01/2018 12:00:00 AM,"(34.3001055, -118.485019)",76,305,1432,76,89,263,263,257,263,263
Housing & Real Estate,Homelessness,Unsheltered Population,2017,119,"Census Tract 9106.03, Los Angeles County, California",910603,Palmdale,1400000US06037910603,Unsheltered_Population_2017_1400000US06037910603,01/01/2017 12:00:00 AM,"(34.565435, -118.0850595)",4,177,1904,4,169,17,17,17,18,18
